Scientific_Name,Common_Name,name,label,Indicator_Status
Suaeda esteroa,Seablite,Suaeda esteroa,Suaeda esteroa - Seablite,FACW
Suaeda mexicana,Mexican Seepweed,Suaeda mexicana,Suaeda mexicana - Mexican Seepweed,FACW
Suaeda nigra,Shrubby Seepweed,Suaeda nigra,Suaeda nigra - Shrubby Seepweed,OBL
Suaeda occidentalis,Western Seepweed,Suaeda occidentalis,Suaeda occidentalis - Western Seepweed,FACW
Suaeda taxifolia,Needle-Leaf Seepweed,Suaeda taxifolia,Suaeda taxifolia - Needle-Leaf Seepweed,FACW
Subularia aquatica,American Water-Awlwort,Subularia aquatica,Subularia aquatica - American Water-Awlwort,OBL
Suckleya suckleyana,Poison Suckleya,Suckleya suckleyana,Suckleya suckleyana - Poison Suckleya,FACW
Suksdorfia violacea,Violet Mock Brookfoam,Suksdorfia violacea,Suksdorfia violacea - Violet Mock Brookfoam,FAC
Sullivantia hapemanii,Hapeman's Coolwort,Sullivantia hapemanii,Sullivantia hapemanii - Hapeman's Coolwort,FACW
Swertia perennis,Felwort,Swertia perennis,Swertia perennis - Felwort,FACW
Symphoricarpos albus,Common Snowberry,Symphoricarpos albus,Symphoricarpos albus - Common Snowberry,FACU
Symphoricarpos mollis,Creeping Snowberry,Symphoricarpos mollis,Symphoricarpos mollis - Creeping Snowberry,FACU
Symphoricarpos occidentalis,Western Snowberry,Symphoricarpos occidentalis,Symphoricarpos occidentalis - Western Snowberry,FAC
Symphoricarpos orbiculatus,Coral-Berry,Symphoricarpos orbiculatus,Symphoricarpos orbiculatus - Coral-Berry,UPL
Symphyotrichum ascendens,Western American-Aster,Symphyotrichum ascendens,Symphyotrichum ascendens - Western American-Aster,FAC
Symphyotrichum bahamense,Island American-Aster,Symphyotrichum bahamense,Symphyotrichum bahamense - Island American-Aster,OBL
Symphyotrichum boreale,Boreal American-Aster,Symphyotrichum boreale,Symphyotrichum boreale - Boreal American-Aster,OBL
Symphyotrichum bracteolatum,Bracted American-Aster,Symphyotrichum bracteolatum,Symphyotrichum bracteolatum - Bracted American-Aster,FAC
Symphyotrichum chilense,Pacific American-Aster,Symphyotrichum chilense,Symphyotrichum chilense - Pacific American-Aster,FAC
Symphyotrichum ciliatum,Alkali American-Aster,Symphyotrichum ciliatum,Symphyotrichum ciliatum - Alkali American-Aster,FACW
Symphyotrichum defoliatum,San Bernardino American-Aster,Symphyotrichum defoliatum,Symphyotrichum defoliatum - San Bernardino American-Aster,OBL
Symphyotrichum divaricatum,Lawn American-Aster,Symphyotrichum divaricatum,Symphyotrichum divaricatum - Lawn American-Aster,OBL
Symphyotrichum ericoides,White Heath American-Aster,Symphyotrichum ericoides,Symphyotrichum ericoides - White Heath American-Aster,FAC
Symphyotrichum expansum,Desert American-Aster,Symphyotrichum expansum,Symphyotrichum expansum - Desert American-Aster,OBL
Symphyotrichum falcatum,Rough White Prairie American-Aster,Symphyotrichum falcatum,Symphyotrichum falcatum - Rough White Prairie American-Aster,FACU
Symphyotrichum foliaceum,Alpine Leafy-Head American-Aster,Symphyotrichum foliaceum,Symphyotrichum foliaceum - Alpine Leafy-Head American-Aster,UPL
Symphyotrichum frondosum,Leafy American-Aster,Symphyotrichum frondosum,Symphyotrichum frondosum - Leafy American-Aster,FACW
Symphyotrichum laeve,Smooth Blue American-Aster,Symphyotrichum laeve,Symphyotrichum laeve - Smooth Blue American-Aster,FACU
Symphyotrichum lanceolatum,White Panicled American-Aster,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum - White Panicled American-Aster,OBL
Symphyotrichum lentum,Suisun Marsh American-Aster,Symphyotrichum lentum,Symphyotrichum lentum - Suisun Marsh American-Aster,OBL
Symphyotrichum novae-angliae,New England American-Aster,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae - New England American-Aster,FACW
Symphyotrichum ontarionis,Ontario American-Aster,Symphyotrichum ontarionis,Symphyotrichum ontarionis - Ontario American-Aster,FAC
Symphyotrichum pilosum,White Oldfield American-Aster,Symphyotrichum pilosum,Symphyotrichum pilosum - White Oldfield American-Aster,FACU
Symphyotrichum porteri,Smooth White American-Aster,Symphyotrichum porteri,Symphyotrichum porteri - Smooth White American-Aster,FACU
Symphyotrichum praealtum,Willow-Leaf American-Aster,Symphyotrichum praealtum,Symphyotrichum praealtum - Willow-Leaf American-Aster,OBL
Symphyotrichum spathulatum,Mountain American-Aster,Symphyotrichum spathulatum,Symphyotrichum spathulatum - Mountain American-Aster,FAC
Symphyotrichum squamatum,,Symphyotrichum squamatum,Lesquerella subumbellata,OBL
Symphyotrichum subspicatum,Leafy-Bract American-Aster,Symphyotrichum subspicatum,Symphyotrichum subspicatum - Leafy-Bract American-Aster,FACW
Symphyotrichum subulatum,Seaside American-Aster,Symphyotrichum subulatum,Symphyotrichum subulatum - Seaside American-Aster,OBL
Symphytum asperum,Prickly Comfrey,Symphytum asperum,Symphytum asperum - Prickly Comfrey,FAC
Synthyris ranunculina,Charleston Mountain Kitten's-Tail,Synthyris ranunculina,Synthyris ranunculina - Charleston Mountain Kitten's-Tail,OBL
Tamarix aphylla,Athel Tamarisk,Tamarix aphylla,Tamarix aphylla - Athel Tamarisk,FAC
Tamarix chinensis,Five-Stamen Tamarisk,Tamarix chinensis,Tamarix chinensis - Five-Stamen Tamarisk,FAC
Tamarix gallica,French Tamarisk,Tamarix gallica,Tamarix gallica - French Tamarisk,FAC
Tamarix parviflora,Small-Flower Tamarisk,Tamarix parviflora,Tamarix parviflora - Small-Flower Tamarisk,FAC
Tanacetum vulgare,Common Tansy,Tanacetum vulgare,Tanacetum vulgare - Common Tansy,FACU
Taraxacum californicum,California Dandelion,Taraxacum californicum,Taraxacum californicum - California Dandelion,FACW
Taraxacum ceratophorum,Horned Dandelion,Taraxacum ceratophorum,Taraxacum ceratophorum - Horned Dandelion,UPL
Taraxacum officinale,Common Dandelion,Taraxacum officinale,Taraxacum officinale - Common Dandelion,FACU
Taraxia breviflora,Nested Goldeneggs,Taraxia breviflora,Taraxia breviflora - Nested Goldeneggs,FAC
Taraxia subacaulis,Spreading Goldeneggs,Taraxia subacaulis,Taraxia subacaulis - Spreading Goldeneggs,FACW
Taraxia tanacetifolia,Tansy-Leaf Goldeneggs,Taraxia tanacetifolia,Taraxia tanacetifolia - Tansy-Leaf Goldeneggs,FACU
Tarenaya hassleriana,Pinkqueen,Tarenaya hassleriana,Tarenaya hassleriana - Pinkqueen,FACU
Tauschia tenuissima,Leiberg's Umbrella-Wort,Tauschia tenuissima,Tauschia tenuissima - Leiberg's Umbrella-Wort,FACW
Taxodium distichum,Southern Bald-Cypress,Taxodium distichum,Taxodium distichum - Southern Bald-Cypress,OBL
Taxus brevifolia,Pacific Yew,Taxus brevifolia,Taxus brevifolia - Pacific Yew,FACU
Tecoma stans,Yellow Trumpetbush,Tecoma stans,Tecoma stans - Yellow Trumpetbush,UPL
Tellima grandiflora,Fragrant Fringecup,Tellima grandiflora,Tellima grandiflora - Fragrant Fringecup,FACU
Teucrium canadense,American Germander,Teucrium canadense,Teucrium canadense - American Germander,FACW
Teucrium chamaedrys,Wall Germander,Teucrium chamaedrys,Teucrium chamaedrys - Wall Germander,FACU
Teucrium cubense,Small Coastal Germander,Teucrium cubense,Teucrium cubense - Small Coastal Germander,FACW
Thalictrum alpinum,Alpine Meadow-Rue,Thalictrum alpinum,Thalictrum alpinum - Alpine Meadow-Rue,FACW
Thalictrum dasycarpum,Purple Meadow-Rue,Thalictrum dasycarpum,Thalictrum dasycarpum - Purple Meadow-Rue,FACW
Thalictrum fendleri,Fendler's Meadow-Rue,Thalictrum fendleri,Thalictrum fendleri - Fendler's Meadow-Rue,FAC
Thalictrum occidentale,Western Meadow-Rue,Thalictrum occidentale,Thalictrum occidentale - Western Meadow-Rue,FACU
Thalictrum revolutum,Waxy-Leaf Meadow-Rue,Thalictrum revolutum,Thalictrum revolutum - Waxy-Leaf Meadow-Rue,FACU
Thalictrum sparsiflorum,Few-Flower Meadow-Rue,Thalictrum sparsiflorum,Thalictrum sparsiflorum - Few-Flower Meadow-Rue,FAC
Thalictrum venulosum,Veiny-Leaf Meadow-Rue,Thalictrum venulosum,Thalictrum venulosum - Veiny-Leaf Meadow-Rue,FACU
Thelypodium brachycarpum,Short-Pod Thelypody,Thelypodium brachycarpum,Thelypodium brachycarpum - Short-Pod Thelypody,UPL
Thelypodium crispum,Crisped Thelypody,Thelypodium crispum,Thelypodium crispum - Crisped Thelypody,FACU
Thelypodium integrifolium,Entire-Leaf Thelypody,Thelypodium integrifolium,Thelypodium integrifolium - Entire-Leaf Thelypody,FACW
Thelypodium sagittatum,Arrowhead Thelypody,Thelypodium sagittatum,Thelypodium sagittatum - Arrowhead Thelypody,FACW
Thelypodium stenopetalum,Slender-Petal Thelypody,Thelypodium stenopetalum,Thelypodium stenopetalum - Slender-Petal Thelypody,FAC
Thelypteris ovata,Ovate Marsh Fern,Thelypteris ovata,Thelypteris ovata - Ovate Marsh Fern,FACW
Thelypteris puberula,Showy Maiden Fern,Thelypteris puberula,Thelypteris puberula - Showy Maiden Fern,FACW
Thermopsis divaricarpa,Spread-Fruit Golden-Banner,Thermopsis divaricarpa,Thermopsis divaricarpa - Spread-Fruit Golden-Banner,FAC
Thermopsis montana,Montane Golden-Banner,Thermopsis montana,Thermopsis montana - Montane Golden-Banner,FAC
Thermopsis rhombifolia,Prairie Golden-Banner,Thermopsis rhombifolia,Thermopsis rhombifolia - Prairie Golden-Banner,FACU
Thevetia peruviana,Luckynut,Thevetia peruviana,Thevetia peruviana - Luckynut,UPL
Thlaspi arvense,Field Pennycress,Thlaspi arvense,Thlaspi arvense - Field Pennycress,UPL
Thuja plicata,Western Arborvitae,Thuja plicata,Thuja plicata - Western Arborvitae,FAC
Tiarella trifoliata,Three-Leaf Foamflower,Tiarella trifoliata,Tiarella trifoliata - Three-Leaf Foamflower,FAC
Tilia americana,American Basswood,Tilia americana,Tilia americana - American Basswood,FACU
Tiquilia nuttallii,Rosette Crinklemat,Tiquilia nuttallii,Tiquilia nuttallii - Rosette Crinklemat,UPL
Tithonia diversifolia,Tree-Marigold,Tithonia diversifolia,Tithonia diversifolia - Tree-Marigold,FACU
Tithonia thurberi,Arizona Sunflower-Weed,Tithonia thurberi,Tithonia thurberi - Arizona Sunflower-Weed,FACW
Tolmiea diplomenziesii,,Tolmiea diplomenziesii,Lewisia triphylla,FAC
Tolmiea menziesii,Piggyback-Plant,Tolmiea menziesii,Tolmiea menziesii - Piggyback-Plant,FACW
Torreyochloa erecta,Spiked False Manna Grass,Torreyochloa erecta,Torreyochloa erecta - Spiked False Manna Grass,OBL
Torreyochloa pallida,Pale False Manna Grass,Torreyochloa pallida,Torreyochloa pallida - Pale False Manna Grass,OBL
Toxicodendron diversilobum,Pacific Poison-Oak,Toxicodendron diversilobum,Toxicodendron diversilobum - Pacific Poison-Oak,FACU
Toxicodendron radicans,Eastern Poison Ivy,Toxicodendron radicans,Toxicodendron radicans - Eastern Poison Ivy,FAC
Toxicodendron rydbergii,Western Poison Ivy,Toxicodendron rydbergii,Toxicodendron rydbergii - Western Poison Ivy,FACU
Toxicoscordion fontanum,,Toxicoscordion fontanum,Leymus pacificus,OBL
Toxicoscordion micranthum,Small-Flower Poison Camas,Toxicoscordion micranthum,Toxicoscordion micranthum - Small-Flower Poison Camas,OBL
Toxicoscordion venenosum,Meadow Poison Camas,Toxicoscordion venenosum,Toxicoscordion venenosum - Meadow Poison Camas,FACU
Tradescantia fluminensis,Small-Leaf Wandering-Jew,Tradescantia fluminensis,Tradescantia fluminensis - Small-Leaf Wandering-Jew,FAC
Tradescantia occidentalis,Prairie Spiderwort,Tradescantia occidentalis,Tradescantia occidentalis - Prairie Spiderwort,FACU
Tradescantia ohiensis,Bluejacket,Tradescantia ohiensis,Tradescantia ohiensis - Bluejacket,FACW
Tradescantia wrightii,Wright's Spiderwort,Tradescantia wrightii,Tradescantia wrightii - Wright's Spiderwort,FACW
Transberingia bursifolia,False Fissurewort,Transberingia bursifolia,Transberingia bursifolia - False Fissurewort,UPL
Trautvetteria caroliniensis,Carolina Tassel-Rue,Trautvetteria caroliniensis,Trautvetteria caroliniensis - Carolina Tassel-Rue,FACW
Triadica sebifera,Chinese Tallowtree,Triadica sebifera,Triadica sebifera - Chinese Tallowtree,FAC
Triantha occidentalis,Western False Asphodel,Triantha occidentalis,Triantha occidentalis - Western False Asphodel,FACW
Trianthema portulacastrum,Desert Horse-Purslane,Trianthema portulacastrum,Trianthema portulacastrum - Desert Horse-Purslane,FAC
Trichocoronis wrightii,Limestone Bugheal,Trichocoronis wrightii,Trichocoronis wrightii - Limestone Bugheal,FACW
Trichophorum caespitosum,Tufted Leafless-Bulrush,Trichophorum caespitosum,Trichophorum caespitosum - Tufted Leafless-Bulrush,OBL
Trichophorum clementis,Yosemite Leafless-Bulrush,Trichophorum clementis,Trichophorum clementis - Yosemite Leafless-Bulrush,FAC
Trichophorum pumilum,Rolland's Leafless-Bulrush,Trichophorum pumilum,Trichophorum pumilum - Rolland's Leafless-Bulrush,FACW
Trichostema austromontanum,San Jacinto Bluecurls,Trichostema austromontanum,Trichostema austromontanum - San Jacinto Bluecurls,OBL
Trichostema lanceolatum,Vinegar-Weed,Trichostema lanceolatum,Trichostema lanceolatum - Vinegar-Weed,FACU
Trichostema micranthum,Small-Flower Bluecurls,Trichostema micranthum,Trichostema micranthum - Small-Flower Bluecurls,FAC
Tridens albescens,White Fluff Grass,Tridens albescens,Tridens albescens - White Fluff Grass,FACU
Tridens flavus,Tall Redtop,Tridens flavus,Tridens flavus - Tall Redtop,UPL
Tridens muticus,Awnless Fluff Grass,Tridens muticus,Tridens muticus - Awnless Fluff Grass,FAC
Trientalis europaea,Arctic Starflower,Trientalis europaea,Trientalis europaea - Arctic Starflower,FAC
Trientalis latifolia,Western Starflower,Trientalis latifolia,Trientalis latifolia - Western Starflower,FAC
Trifolium albopurpureum,Rancheria Clover,Trifolium albopurpureum,Trifolium albopurpureum - Rancheria Clover,FACU
Trifolium amabile,Aztec Clover,Trifolium amabile,Trifolium amabile - Aztec Clover,OBL
Trifolium amoenum,Showy Indian Clover,Trifolium amoenum,Trifolium amoenum - Showy Indian Clover,FACW
Trifolium barbigerum,Bearded Clover,Trifolium barbigerum,Trifolium barbigerum - Bearded Clover,FACW
Trifolium beckwithii,Plumas Clover,Trifolium beckwithii,Trifolium beckwithii - Plumas Clover,FAC
Trifolium bolanderi,Parasol Clover,Trifolium bolanderi,Trifolium bolanderi - Parasol Clover,OBL
Trifolium cyathiferum,Bowl Clover,Trifolium cyathiferum,Trifolium cyathiferum - Bowl Clover,FAC
Trifolium dasyphyllum,Uinta Clover,Trifolium dasyphyllum,Trifolium dasyphyllum - Uinta Clover,UPL
Trifolium depauperatum,Balloon Sack Clover,Trifolium depauperatum,Trifolium depauperatum - Balloon Sack Clover,FAC
Trifolium douglasii,Douglas' Clover,Trifolium douglasii,Trifolium douglasii - Douglas' Clover,FACW
Trifolium dubium,Suckling Clover,Trifolium dubium,Trifolium dubium - Suckling Clover,UPL
Trifolium eriocephalum,Woolly-Head Clover,Trifolium eriocephalum,Trifolium eriocephalum - Woolly-Head Clover,FAC
Trifolium fragiferum,Strawberry-Head Clover,Trifolium fragiferum,Trifolium fragiferum - Strawberry-Head Clover,FAC
Trifolium fucatum,Sour Clover,Trifolium fucatum,Trifolium fucatum - Sour Clover,FACU
Trifolium grayi,Gray's Clover,Trifolium grayi,Trifolium grayi - Gray's Clover,FACW
Trifolium haydenii,Hayden's Clover,Trifolium haydenii,Trifolium haydenii - Hayden's Clover,FACU
Trifolium howellii,Canyon Clover,Trifolium howellii,Trifolium howellii - Canyon Clover,FACW
Trifolium hybridum,Alsike Clover,Trifolium hybridum,Trifolium hybridum - Alsike Clover,FAC
Trifolium hydrophilum,Saline Clover,Trifolium hydrophilum,Trifolium hydrophilum - Saline Clover,FAC
Trifolium kingii,King's Clover,Trifolium kingii,Trifolium kingii - King's Clover,FAC
Trifolium longipes,Long-Stalk Clover,Trifolium longipes,Trifolium longipes - Long-Stalk Clover,FACW
Trifolium macrocephalum,Large-Head Clover,Trifolium macrocephalum,Trifolium macrocephalum - Large-Head Clover,FACU
Trifolium microcephalum,Small-Head Clover,Trifolium microcephalum,Trifolium microcephalum - Small-Head Clover,FAC
Trifolium monanthum,Mountain Carpet Clover,Trifolium monanthum,Trifolium monanthum - Mountain Carpet Clover,FAC
Trifolium mucronatum,Cusp Clover,Trifolium mucronatum,Trifolium mucronatum - Cusp Clover,FACW
Trifolium neurophyllum,White Mountain Clover,Trifolium neurophyllum,Trifolium neurophyllum - White Mountain Clover,FACW
Trifolium obtusiflorum,Clammy Clover,Trifolium obtusiflorum,Trifolium obtusiflorum - Clammy Clover,FAC
Trifolium parryi,Parry's Clover,Trifolium parryi,Trifolium parryi - Parry's Clover,FAC
Trifolium pinetorum,Pinewoods Clover,Trifolium pinetorum,Trifolium pinetorum - Pinewoods Clover,FACW
Trifolium polyodon,Pacific Grove Clover,Trifolium polyodon,Trifolium polyodon - Pacific Grove Clover,FACW
Trifolium pratense,Red Clover,Trifolium pratense,Trifolium pratense - Red Clover,FACU
Trifolium productum,Shasta Clover,Trifolium productum,Trifolium productum - Shasta Clover,FAC
Trifolium repens,White Clover,Trifolium repens,Trifolium repens - White Clover,FACU
Trifolium resupinatum,Reversed Clover,Trifolium resupinatum,Trifolium resupinatum - Reversed Clover,UPL
Trifolium variegatum,White-Tip Clover,Trifolium variegatum,Trifolium variegatum - White-Tip Clover,FAC
Trifolium willdenowii,Springbank Clover,Trifolium willdenowii,Trifolium willdenowii - Springbank Clover,FACW
Trifolium wormskioldii,Cow Clover,Trifolium wormskioldii,Trifolium wormskioldii - Cow Clover,FACW
Triglochin concinna,Slender Arrow-Grass,Triglochin concinna,Triglochin concinna - Slender Arrow-Grass,OBL
Triglochin maritima,Seaside Arrow-Grass,Triglochin maritima,Triglochin maritima - Seaside Arrow-Grass,OBL
Triglochin palustris,Marsh Arrow-Grass,Triglochin palustris,Triglochin palustris - Marsh Arrow-Grass,OBL
Triglochin scilloides,Flowering-Quillwort,Triglochin scilloides,Triglochin scilloides - Flowering-Quillwort,OBL
Triglochin striata,Three-Rib Arrow-Grass,Triglochin striata,Triglochin striata - Three-Rib Arrow-Grass,OBL
Trillium albidum,Giant White Trillium,Trillium albidum,Trillium albidum - Giant White Trillium,FACU
Trillium ovatum,Western Trillium,Trillium ovatum,Trillium ovatum - Western Trillium,FACU
Triodanis perfoliata,Clasping-Leaf Venus'-Looking-Glass,Triodanis perfoliata,Triodanis perfoliata - Clasping-Leaf Venus'-Looking-Glass,FACU
Triphasia trifolia,Limeberry,Triphasia trifolia,Triphasia trifolia - Limeberry,FACU
Tripleurospermum maritimum,False Mayweed,Tripleurospermum maritimum,Tripleurospermum maritimum - False Mayweed,FACU
Tripsacum dactyloides,Eastern Mock Grama,Tripsacum dactyloides,Tripsacum dactyloides - Eastern Mock Grama,FAC
Trisetum cernuum,Tall False Oat,Trisetum cernuum,Trisetum cernuum - Tall False Oat,FACU
Trisetum orthochaetum,Bitterroot False Oat,Trisetum orthochaetum,Trisetum orthochaetum - Bitterroot False Oat,FACW
Trisetum spicatum,Narrow False Oat,Trisetum spicatum,Trisetum spicatum - Narrow False Oat,FACU
Triteleia hyacinthina,Fool's-Onion,Triteleia hyacinthina,Triteleia hyacinthina - Fool's-Onion,FAC
Triteleia ixioides,Prettyface,Triteleia ixioides,Triteleia ixioides - Prettyface,FAC
Triteleia peduncularis,Long-Ray Triplet-Lily,Triteleia peduncularis,Triteleia peduncularis - Long-Ray Triplet-Lily,FACW
Trollius laxus,American Globeflower,Trollius laxus,Trollius laxus - American Globeflower,OBL
Tropaeolum majus,Garden-Nasturtium,Tropaeolum majus,Tropaeolum majus - Garden-Nasturtium,UPL
Tsuga heterophylla,Western Hemlock,Tsuga heterophylla,Tsuga heterophylla - Western Hemlock,FACU
Tsuga mertensiana,Mountain Hemlock,Tsuga mertensiana,Tsuga mertensiana - Mountain Hemlock,FACU
Tuctoria greenei,Awnless Spiral Grass,Tuctoria greenei,Tuctoria greenei - Awnless Spiral Grass,OBL
Tuctoria mucronata,Prickly Spiral Grass,Tuctoria mucronata,Tuctoria mucronata - Prickly Spiral Grass,OBL
Tussilago farfara,Colt's-Foot,Tussilago farfara,Tussilago farfara - Colt's-Foot,FACU
Typha angustifolia,Narrow-Leaf Cat-Tail,Typha angustifolia,Typha angustifolia - Narrow-Leaf Cat-Tail,OBL
Typha domingensis,Southern Cat-Tail,Typha domingensis,Typha domingensis - Southern Cat-Tail,OBL
Typha latifolia,Broad-Leaf Cat-Tail,Typha latifolia,Typha latifolia - Broad-Leaf Cat-Tail,OBL
Typha X glauca,,Typha X glauca,Linum rupestre,OBL
Typha X provincialis,,Typha X provincialis,Linum schiedeanum,OBL
Ulex europaeus,Common Gorse,Ulex europaeus,Ulex europaeus - Common Gorse,UPL
Ulmus americana,American Elm,Ulmus americana,Ulmus americana - American Elm,FAC
Ulmus glabra,Wych Elm,Ulmus glabra,Ulmus glabra - Wych Elm,FACU
Ulmus parvifolia,Chinese Elm,Ulmus parvifolia,Ulmus parvifolia - Chinese Elm,UPL
Ulmus pumila,Siberian Elm,Ulmus pumila,Ulmus pumila - Siberian Elm,UPL
Ulmus rubra,Slippery Elm,Ulmus rubra,Ulmus rubra - Slippery Elm,FAC
